project_id,floor_no,element_type,planned_start_day,cycle_time_days,actual_start_day
P014,21,Slab,2,8,4
P066,20,Slab,29,5,28
P040,15,Wall,256,3,254
P003,26,Wall,61,8,60
P099,11,Beam,100,4,99
P097,11,Column,144,9,146
P024,27,Column,192,9,190
P019,30,Column,353,6,352
P018,19,Column,353,5,357
P064,34,Column,270,8,274
P088,23,Slab,299,9,303
P035,1,Beam,326,6,326
P062,3,Column,311,8,311
P001,3,Column,204,6,202
P100,28,Column,245,5,244
P025,14,Slab,31,4,35
P045,30,Column,332,6,333
P049,5,Beam,52,4,55
P098,15,Slab,243,4,244
P089,14,Slab,263,9,261
P016,14,Wall,174,9,177
P098,8,Wall,100,3,98
P093,8,Slab,61,8,62
P019,19,Column,360,5,359
P023,32,Column,188,3,187
P083,31,Column,7,7,9
P025,29,Column,189,9,192
P016,11,Wall,83,8,88
P054,13,Beam,351,3,349
P073,27,Slab,283,6,288
P001,19,Column,124,6,123
P042,26,Wall,157,6,158
P019,9,Beam,87,7,90
P097,28,Slab,148,4,149
P034,32,Slab,70,9,75
P080,3,Slab,76,6,76
P055,32,Column,114,8,113
P018,5,Slab,3,8,7
P034,8,Column,234,9,238
P089,14,Beam,167,3,169
P045,3,Wall,99,4,101
P006,24,Wall,124,3,129
P021,13,Wall,45,3,48
P070,29,Slab,324,6,322
P096,8,Wall,287,3,287
P048,31,Beam,106,9,109
P039,26,Column,294,7,295
P031,18,Wall,134,8,135
P010,18,Column,8,8,6
P030,7,Column,28,8,30
P018,16,Wall,271,9,273
P060,33,Wall,223,4,224
P088,3,Wall,8,6,12
P073,4,Slab,310,6,308
P095,4,Wall,134,9,139
P015,9,Slab,29,3,32
P004,17,Beam,115,3,120
P063,17,Column,34,5,33
P040,33,Beam,7,5,10
P009,20,Wall,40,6,40
P009,14,Column,330,9,332
P026,22,Wall,62,6,65
P004,27,Wall,86,3,88
P081,3,Column,213,9,218
P016,24,Beam,116,7,118
P015,30,Wall,65,7,70
P099,8,Column,297,8,296
P052,22,Beam,170,3,174
P069,25,Slab,116,9,115
P005,10,Beam,322,5,327
P020,29,Beam,116,5,119
P079,1,Column,221,7,221
P018,21,Beam,357,6,359
P002,24,Slab,50,3,51
P093,9,Slab,327,8,329
P013,26,Wall,336,8,336
P004,9,Slab,79,6,82
P042,20,Wall,20,5,20
P074,9,Slab,37,7,38
P061,22,Beam,259,6,264
P095,1,Wall,93,5,92
P008,5,Slab,187,5,188
P067,9,Beam,357,9,357
P063,19,Beam,201,8,202
P009,8,Wall,288,5,290
P094,32,Column,48,6,48
P011,13,Beam,253,4,257
P099,20,Beam,46,7,51
P042,30,Column,231,5,234
P013,10,Wall,95,6,94
P036,31,Slab,303,8,302
P013,25,Slab,218,3,219
P012,29,Beam,40,8,45
P037,24,Column,203,9,204
P074,21,Beam,116,7,120
P073,9,Wall,91,3,95
P052,2,Beam,58,3,59
P071,4,Slab,10,8,13
P002,8,Column,256,6,258
P056,32,Wall,317,8,316
P060,14,Beam,249,4,249
P023,13,Slab,317,6,317
P040,21,Beam,6,6,5
P064,24,Slab,331,7,334
P085,18,Column,188,9,192
P023,26,Wall,235,9,239
P029,32,Beam,183,6,184
P078,33,Wall,287,7,285
P090,31,Column,123,5,128
P051,18,Slab,158,7,159
P069,12,Column,323,9,326
P095,25,Column,13,6,12
P089,31,Wall,315,5,317
P031,10,Column,54,5,59
P050,34,Beam,360,4,361
P020,3,Slab,277,8,281
P055,8,Column,43,6,43
P081,32,Beam,267,3,269
P002,29,Slab,109,8,108
P025,22,Wall,323,6,327
P013,20,Slab,166,3,164
P092,6,Wall,351,8,352
P070,29,Slab,106,9,108
P067,17,Column,51,4,53
P058,31,Wall,204,6,204
P099,34,Wall,302,8,306
P082,4,Wall,43,4,48
P075,2,Column,283,3,288
P084,12,Column,85,7,86
P064,6,Slab,217,9,215
P069,8,Slab,158,6,160
P083,21,Column,350,5,350
P086,15,Column,127,5,132
P059,7,Wall,191,4,195
P060,15,Slab,266,9,267
P083,6,Slab,60,7,61
P062,17,Wall,283,5,287
P016,4,Wall,62,5,66
P088,22,Wall,302,6,306
P068,32,Beam,126,5,131
P015,22,Beam,172,9,170
P089,27,Column,63,9,63
P055,15,Slab,260,3,264
P035,22,Wall,16,4,14
P055,28,Wall,179,9,181
P014,9,Slab,330,8,333
P049,34,Beam,101,5,105
P083,9,Slab,176,6,175
P100,15,Column,193,8,192
P007,20,Beam,301,3,299
P030,8,Slab,273,8,278
P083,28,Slab,261,5,266
P049,19,Column,175,4,173
P089,16,Slab,234,4,237
P016,11,Beam,300,9,303
P051,8,Wall,216,4,219
P072,33,Wall,247,5,250
P082,10,Wall,21,3,25
P092,18,Beam,324,9,323
P080,3,Slab,243,7,245
P083,27,Slab,288,8,291
P042,28,Slab,280,9,283
P017,6,Slab,244,4,242
P063,14,Wall,163,3,166
P045,7,Beam,146,6,151
P077,10,Column,67,6,69
P007,15,Beam,103,3,107
P027,31,Slab,310,6,314
P010,29,Slab,125,6,127
P034,17,Beam,117,4,121
P036,29,Beam,251,5,251
P025,15,Wall,321,5,325
P006,26,Slab,226,5,228
P024,12,Beam,188,5,191
P018,25,Slab,187,3,191
P087,5,Beam,76,9,77
P006,4,Slab,273,4,276
P029,31,Beam,149,3,148
P025,3,Slab,195,8,199
P055,3,Column,364,8,368
P081,26,Wall,284,6,283
P046,17,Column,44,4,48
P024,10,Wall,170,7,168
P075,2,Wall,94,5,92
P026,24,Beam,224,8,224
P098,11,Column,278,8,281
P028,24,Wall,38,6,38
P003,23,Slab,270,5,271
P075,32,Beam,235,5,233
P038,23,Beam,111,5,110
P061,34,Slab,168,9,169
P078,19,Slab,54,8,58
P051,2,Wall,127,7,125
P090,2,Slab,275,6,276
P048,15,Beam,42,5,45
P021,21,Slab,41,5,43
P054,5,Column,50,4,54
P056,27,Beam,159,5,163
P094,24,Slab,332,4,334
P059,7,Beam,182,6,183
P072,6,Wall,181,6,179
P051,33,Column,166,6,168
P020,17,Wall,232,4,234
P096,30,Column,206,8,207
P086,8,Slab,355,8,357
P059,7,Beam,50,9,53
P071,6,Slab,146,7,150
P009,4,Wall,298,9,303
P001,1,Beam,145,7,144
P029,15,Slab,16,9,18
P063,31,Slab,85,8,88
P072,25,Beam,216,9,221
P056,33,Beam,52,8,56
P068,5,Wall,36,5,37
P035,5,Column,107,6,109
P003,17,Column,219,8,221
P007,14,Beam,337,3,337
P027,29,Column,298,8,303
P001,8,Wall,254,5,255
P091,34,Column,68,8,69
P080,1,Beam,187,7,190
P071,29,Wall,124,7,124
P044,29,Beam,30,9,35
P087,5,Wall,185,6,185
P041,32,Wall,289,4,292
P075,24,Beam,359,5,364
P042,19,Slab,53,4,52
P033,12,Beam,177,7,179
P050,1,Wall,133,9,131
P063,7,Beam,362,6,360
P100,17,Beam,77,7,77
P037,34,Wall,350,6,351
P059,7,Column,60,8,61
P081,17,Wall,311,3,314
P099,3,Beam,91,4,90
P048,29,Wall,298,5,296
P005,22,Wall,325,6,329
P048,29,Column,280,8,284
P096,5,Slab,199,8,202
P003,30,Beam,118,9,121
P047,23,Beam,183,9,184
P062,21,Column,55,3,60
P099,26,Wall,271,8,270
P014,21,Slab,5,8,10
P063,20,Beam,101,3,100
P061,23,Slab,286,4,286
P031,4,Slab,53,8,51
P095,21,Wall,218,6,217
P017,21,Wall,329,5,328
P024,1,Wall,286,5,291
P023,15,Beam,240,5,239
P082,17,Slab,214,7,218
P050,14,Slab,104,9,102
P078,19,Beam,361,7,366
P079,34,Column,364,6,364
P079,6,Wall,222,9,224
P070,6,Beam,340,8,341
P027,5,Wall,348,8,352
P015,7,Slab,189,9,192
P050,33,Beam,327,5,332
P036,13,Column,324,3,327
P008,1,Wall,311,8,316
P079,13,Slab,99,5,97
P003,27,Slab,97,6,102
P062,7,Column,327,5,332
P047,3,Column,73,4,77
P077,25,Wall,256,5,261
P098,33,Slab,231,8,229
P088,17,Column,170,9,174
P096,14,Beam,333,8,336
P061,23,Column,157,3,162
P032,24,Beam,222,6,220
P094,29,Slab,364,9,366
P013,27,Wall,346,9,347
P001,23,Slab,99,9,100
P034,31,Slab,220,6,219
P062,17,Slab,244,3,247
P079,3,Slab,259,6,262
P078,5,Wall,194,5,197
P093,15,Column,150,6,149
P098,6,Wall,155,5,158
P082,10,Wall,22,6,22
P071,32,Wall,116,8,120
P093,23,Wall,113,5,111
P031,17,Column,211,5,211
P064,20,Slab,24,8,29
P025,15,Column,283,3,288
P038,22,Column,292,3,297
P014,6,Slab,363,8,361
P008,4,Column,56,7,60
P091,23,Wall,266,3,267
P054,19,Wall,54,5,58
P002,31,Slab,337,9,342
P081,3,Slab,108,5,111
P078,28,Slab,202,6,206
P089,3,Wall,202,6,202
P056,14,Slab,337,7,338
P094,18,Column,218,5,222
P093,27,Column,243,7,242
P084,10,Beam,354,5,359
P085,15,Beam,178,3,181
P061,19,Slab,61,6,66
P022,9,Beam,36,8,40
P035,4,Wall,358,8,359
P016,15,Wall,46,9,48
P050,8,Column,95,7,100
P043,1,Column,327,4,327
P017,7,Beam,44,8,47
P080,31,Beam,320,9,323
P058,18,Wall,226,5,224
P002,12,Column,146,3,147
P004,30,Beam,269,4,274
P085,33,Wall,13,3,16
P039,7,Column,25,3,28
P098,28,Wall,261,5,261
P094,3,Wall,128,3,126
P006,6,Column,39,7,42
P081,31,Wall,157,4,162
P089,15,Beam,364,3,367
P069,7,Wall,185,8,185
P069,30,Beam,174,8,179
P020,27,Slab,186,3,190
P064,17,Slab,281,6,281
P016,18,Slab,74,6,78
P051,22,Wall,295,7,297
P037,26,Slab,16,8,17
P073,27,Slab,188,6,193
P069,24,Wall,172,3,176
P042,8,Column,186,8,188
P057,21,Wall,32,3,31
P066,29,Beam,63,4,68
P009,21,Wall,349,8,352
P100,3,Column,301,6,306
P086,31,Slab,309,5,309
P064,27,Wall,189,6,194
P086,27,Slab,306,3,310
P022,9,Beam,26,4,27
P034,33,Column,346,6,350
P055,33,Slab,39,4,38
P029,26,Slab,193,6,196
P038,28,Slab,163,7,162
P097,31,Slab,53,3,58
P018,1,Wall,174,3,176
P071,20,Column,196,5,195
P065,12,Column,211,3,216
P097,17,Slab,278,5,282
P001,15,Column,188,3,186
P088,34,Slab,308,9,306
P004,16,Beam,331,6,329
P004,4,Beam,214,6,217
P082,8,Beam,329,7,328
P027,34,Column,29,6,32
P043,25,Slab,171,9,174
P059,15,Wall,122,4,122
P032,28,Wall,159,9,160
P033,9,Beam,86,6,84
P028,2,Beam,302,5,307
P055,17,Column,4,8,2
P100,10,Wall,2,7,0
P060,9,Column,133,8,135
P070,31,Beam,302,8,304
P062,2,Slab,79,4,83
P080,24,Slab,147,9,151
P034,19,Slab,166,4,164
P087,17,Beam,315,3,313
P088,10,Column,238,9,241
P056,28,Slab,328,5,330
P013,28,Wall,276,8,277
P056,1,Wall,204,6,204
P018,3,Beam,53,6,54
P054,15,Wall,107,9,110
P077,10,Wall,55,3,55
P043,21,Beam,246,6,245
P039,15,Column,164,9,163
P061,23,Slab,15,4,16
P042,14,Beam,1,6,3
P081,15,Wall,351,8,355
P079,10,Slab,137,6,141
P018,9,Slab,151,4,149
P023,5,Slab,180,5,185
P054,25,Beam,232,8,231
P030,26,Slab,188,5,193
P098,8,Column,18,4,21
P058,22,Wall,225,4,229
P068,25,Beam,105,8,107
P067,12,Beam,206,7,208
P071,9,Slab,186,7,186
P018,10,Wall,65,6,64
P007,10,Slab,333,8,334
P040,9,Slab,207,8,210
P070,26,Beam,229,9,231
P086,27,Column,69,9,70
P065,31,Wall,142,6,143
P068,19,Wall,206,7,209
P049,6,Wall,174,9,173
P052,15,Wall,197,6,200
P029,29,Column,331,5,332
P021,5,Beam,307,5,311
P090,14,Column,197,9,198
P078,2,Slab,228,3,226
P009,23,Beam,271,7,275
P047,19,Column,199,5,203
P076,24,Wall,325,9,328
P042,20,Wall,15,3,16
P051,27,Beam,286,4,284
P056,24,Column,334,9,339
P051,17,Beam,216,8,215
P070,25,Wall,35,5,36
P020,31,Column,69,3,71
P088,28,Wall,212,6,215
P027,28,Beam,46,9,47
P038,22,Beam,248,8,246
P072,5,Beam,85,3,87
P065,8,Beam,48,5,47
P054,28,Beam,231,6,234
P024,12,Slab,67,9,67
P047,25,Beam,89,6,89
P071,15,Beam,219,3,217
P083,34,Wall,52,9,51
P086,13,Beam,22,3,21
P063,8,Column,99,5,104
P057,13,Beam,131,6,136
P055,6,Slab,88,7,89
P060,32,Beam,136,9,141
P099,21,Wall,39,3,39
P062,7,Column,18,7,19
P030,26,Column,105,9,104
P093,15,Beam,146,7,144
P022,23,Beam,336,9,334
P075,15,Beam,224,9,226
P084,16,Beam,117,6,121
P029,32,Wall,1,5,-1
P041,18,Wall,117,7,121
P042,20,Column,26,5,26
P098,2,Beam,12,3,14
P065,23,Wall,294,6,294
P031,30,Wall,341,4,346
P030,3,Column,169,6,174
P018,1,Column,53,4,54
P017,22,Slab,269,8,273
P038,29,Wall,248,9,249
P014,14,Column,128,3,126
P087,28,Wall,76,5,78
P089,21,Wall,269,3,269
P079,32,Beam,146,6,146
P056,6,Beam,48,4,53
P022,1,Beam,199,8,198
P067,21,Beam,71,4,69
P056,4,Wall,92,6,95
P019,3,Slab,209,6,210
P057,30,Slab,342,9,346
P044,31,Slab,339,9,344
P098,34,Wall,48,3,51
P035,19,Slab,29,7,34
P001,20,Wall,176,4,180
P052,23,Column,19,6,18
P085,25,Slab,355,9,356
P093,15,Wall,47,9,51
P070,23,Column,345,3,346
P037,2,Beam,60,7,65
P065,15,Column,176,9,180
P051,10,Column,255,5,255
P001,14,Slab,229,6,230
P091,27,Beam,147,7,149
P021,14,Beam,298,5,299
P053,33,Slab,333,9,337
P016,1,Column,239,8,241
P061,34,Wall,332,9,336
P054,19,Slab,188,5,189
P040,24,Column,324,9,323
P026,4,Wall,335,3,339
P080,13,Slab,209,4,209
P092,32,Slab,75,6,74
P065,9,Beam,183,7,183
P100,16,Beam,87,8,91
P074,3,Beam,271,8,275
P064,20,Wall,180,5,179
P043,10,Slab,245,8,250
P017,22,Beam,346,4,350
P059,3,Beam,7,5,5
P023,11,Slab,269,6,270
P007,25,Wall,13,9,14
P044,8,Beam,226,6,224
P053,9,Column,266,8,264
P071,15,Wall,242,3,244
P079,32,Beam,180,6,179
P034,3,Column,180,6,184
P046,4,Beam,126,6,127
P068,30,Wall,283,4,285
P078,13,Slab,356,7,360
P078,21,Slab,190,7,194
P016,19,Wall,16,8,19
P071,22,Beam,315,6,316
P096,20,Wall,21,7,25
P019,31,Column,16,8,14
P002,10,Beam,269,6,271
P010,18,Wall,33,7,36
P050,20,Slab,182,7,184
P081,18,Wall,69,8,71
P012,11,Beam,52,9,51
P070,22,Wall,65,5,68
P022,18,Slab,300,8,302
P032,34,Column,335,4,340
P084,23,Wall,228,5,229
P001,1,Wall,222,5,221
P054,10,Column,272,7,277
P058,1,Wall,18,3,23
P070,9,Slab,218,3,219
P083,31,Column,273,9,276
P018,7,Slab,308,4,313
P006,17,Slab,173,6,175
P045,18,Slab,56,7,58
P097,33,Beam,349,4,352
P023,4,Column,9,5,10
P023,23,Beam,283,7,287
P026,11,Beam,293,5,293
P077,9,Wall,22,4,24
P007,30,Column,72,3,74
P079,8,Wall,355,4,359
P044,5,Beam,328,8,327
P027,12,Wall,172,7,173
P026,1,Slab,123,7,127
P097,15,Beam,91,9,96
P079,25,Slab,224,6,228
P036,18,Column,292,3,294
P055,26,Wall,354,7,355
P064,3,Beam,252,3,251
P091,22,Column,298,7,299
P057,26,Slab,256,3,257
P069,19,Wall,13,9,17
P061,21,Wall,335,8,334
P002,26,Beam,118,9,120
P055,13,Wall,178,4,183
P097,24,Wall,308,3,309
P080,26,Slab,161,5,161
P087,21,Slab,95,8,97
P038,18,Slab,314,4,318
P080,15,Column,168,7,167
P078,15,Column,87,7,85
P029,6,Wall,3,6,6
P026,31,Column,16,8,16
P035,28,Beam,130,5,132
P079,8,Slab,23,8,26
P067,29,Column,98,9,97
P087,21,Wall,158,6,158
P029,17,Slab,239,9,241
P034,24,Column,10,8,13
P097,31,Slab,321,9,326
P041,34,Column,22,4,20
P041,2,Wall,308,6,310
P023,3,Column,184,4,189
P071,30,Column,217,6,215
P003,8,Column,214,3,212
P058,7,Slab,336,4,337
P032,12,Column,158,4,162
P031,19,Column,210,3,209
P082,26,Column,133,3,134
P043,28,Slab,53,5,51
P007,15,Wall,229,9,228
P001,14,Wall,183,3,182
P061,14,Wall,23,6,22
P014,3,Column,106,3,106
P052,29,Slab,91,3,93
P096,6,Wall,119,4,117
P006,23,Wall,138,4,137
P010,28,Wall,120,8,123
P071,14,Beam,161,3,161
P090,14,Slab,208,9,208
P098,20,Beam,349,5,352
P030,13,Column,318,4,316
P100,27,Wall,338,6,339
P021,2,Column,155,8,155
P060,24,Slab,263,6,261
P081,29,Column,356,3,356
P097,3,Column,155,3,153
P074,4,Wall,330,5,329
P063,2,Slab,313,9,317
P042,20,Column,286,3,287
P051,15,Beam,259,9,262
P064,32,Wall,157,9,157
P076,1,Beam,14,8,17
P056,7,Wall,77,7,82
P080,13,Column,339,7,339
P041,1,Wall,335,3,335
P032,14,Column,220,8,224
P015,29,Beam,232,7,234
P062,3,Column,294,9,296
P027,24,Wall,142,6,146
P028,1,Wall,251,8,254
P081,10,Wall,296,8,295
P064,13,Beam,140,3,140
P059,9,Slab,142,6,147
P058,14,Beam,129,9,130
P002,10,Column,324,6,329
P036,23,Column,305,7,307
P071,7,Beam,18,5,16
P013,2,Beam,243,6,241
P015,15,Column,164,7,162
P089,9,Column,320,9,319
P087,17,Column,96,5,100
P060,18,Slab,28,9,28
P022,15,Slab,230,8,230
P063,18,Beam,25,7,28
P090,24,Beam,175,7,180
P097,23,Slab,161,3,166
P075,12,Wall,30,8,32
P074,23,Slab,165,9,163
P025,21,Beam,208,8,207
P048,26,Slab,102,4,105
P043,8,Wall,106,5,107
P038,30,Beam,330,7,330
P041,34,Column,69,6,69
P045,2,Beam,8,6,7
P088,5,Slab,123,4,126
P040,31,Slab,353,9,356
P097,33,Wall,101,5,103
P017,4,Slab,1,3,5
P088,6,Wall,351,5,350
P057,23,Beam,7,6,10
P002,19,Slab,318,9,320
P096,8,Beam,111,9,114
P062,13,Column,343,6,343
P088,1,Column,186,3,188
P009,6,Wall,216,3,219
P068,7,Slab,343,6,347
P081,27,Beam,123,9,127
P017,15,Beam,201,9,203
P050,34,Slab,8,7,12
P094,23,Beam,64,7,66
P040,24,Slab,136,3,140
P058,15,Slab,186,8,189
P075,4,Column,127,7,129
P085,17,Slab,49,9,53
P021,31,Beam,166,3,164
P018,10,Slab,127,5,131
P055,27,Column,302,5,300
P029,6,Column,321,5,324
P024,6,Wall,177,3,175
P074,15,Beam,203,3,201
P017,4,Slab,157,7,156
P018,7,Beam,346,7,350
P042,26,Beam,219,7,220
P084,31,Slab,285,4,288
P045,2,Column,289,3,291
P082,28,Beam,28,8,27
P017,13,Wall,351,5,354
P073,18,Beam,83,9,81
P014,30,Column,112,9,114
P049,11,Wall,154,5,155
P029,13,Wall,29,4,32
P095,24,Wall,213,4,215
P004,29,Wall,102,5,106
P082,5,Slab,360,3,364
P020,19,Slab,214,5,214
P047,13,Slab,304,5,304
P009,5,Wall,155,8,158
P077,14,Column,200,9,199
P079,22,Beam,168,4,169
P027,9,Wall,238,4,237
P015,26,Column,159,9,161
P092,5,Beam,193,7,194
P019,29,Wall,167,4,170
P090,22,Beam,226,8,225
P052,3,Slab,251,8,253
P026,28,Slab,280,9,278
P089,14,Slab,221,5,223
P026,14,Column,23,8,27
P026,11,Slab,189,7,188
P046,9,Column,272,5,275
P092,6,Slab,27,3,30
P049,1,Slab,210,3,211
P082,25,Slab,35,9,40
P096,16,Column,198,4,199
P053,15,Beam,174,7,179
P003,34,Column,218,8,223
P066,17,Wall,56,6,54
P097,3,Wall,152,3,157
P042,3,Column,38,8,37
P019,17,Column,198,9,202
P017,1,Beam,9,3,12
P033,7,Column,178,3,181
P076,26,Slab,325,3,323
P049,19,Beam,176,4,176
P056,30,Column,261,7,264
P063,14,Column,84,3,86
P003,13,Wall,139,8,139
P049,20,Beam,242,8,242
P055,26,Wall,316,9,314
P026,27,Column,155,4,160
P099,25,Beam,221,7,219
P072,9,Slab,135,7,137
P052,12,Column,188,9,193
P100,10,Column,178,6,176
P007,6,Wall,67,5,65
P046,34,Slab,69,3,67
P046,19,Column,77,4,80
P100,6,Wall,12,7,10
P016,2,Wall,283,6,281
P024,15,Column,246,5,250
P061,17,Beam,237,7,237
P054,16,Column,252,7,252
P062,28,Slab,207,3,209
P001,21,Column,341,5,342
P049,8,Beam,108,5,110
P025,10,Wall,209,9,212
P010,10,Slab,311,4,314
P080,10,Slab,308,6,311
P016,9,Slab,293,9,292
P058,28,Slab,113,8,115
P072,24,Beam,15,4,19
P029,19,Beam,340,6,342
P092,33,Beam,83,9,81
P006,4,Beam,65,4,63
P016,3,Wall,3,6,1
P020,12,Column,361,8,362
P080,18,Beam,236,3,240
P071,23,Column,129,6,133
P078,20,Slab,247,8,250
P043,6,Wall,235,4,233
P026,34,Wall,30,5,29
P090,2,Column,71,7,75
P078,30,Column,148,8,148
P071,9,Column,93,8,92
P033,27,Wall,283,8,287
P026,34,Beam,217,6,221
P045,24,Wall,238,9,239
P084,17,Beam,227,6,225
P063,29,Slab,219,5,221
P067,12,Beam,319,3,323
P052,31,Column,337,4,337
P068,9,Beam,31,3,36
P026,19,Beam,114,9,117
P075,17,Wall,102,6,107
P002,2,Column,93,6,94
P014,5,Slab,207,8,206
P030,16,Beam,229,8,233
P049,17,Slab,71,3,69
P012,27,Column,342,4,343
P090,7,Beam,136,6,137
P044,8,Wall,284,6,286
P033,8,Slab,338,9,343
P013,23,Wall,351,3,354
P078,32,Slab,17,7,19
P088,18,Column,215,8,217
P098,12,Beam,244,5,247
P026,15,Slab,95,6,94
P021,28,Wall,121,4,123
P028,31,Slab,6,7,9
P048,9,Slab,268,3,269
P100,8,Slab,87,9,91
P040,19,Slab,189,3,190
P066,8,Slab,103,9,106
P073,34,Slab,104,4,105
P087,4,Wall,291,9,295
P079,31,Slab,67,8,67
P077,3,Slab,106,8,106
P023,19,Slab,248,7,251
P081,29,Beam,348,4,351
P048,10,Column,207,6,206
P002,12,Column,205,7,209
P084,30,Column,319,5,322
P020,30,Wall,83,5,85
P059,18,Wall,82,4,83
P046,24,Wall,287,5,292
P003,32,Slab,37,4,39
P055,9,Column,213,9,216
P012,24,Slab,133,6,134
P040,26,Beam,115,8,115
P066,3,Column,211,6,216
P100,23,Beam,132,4,133
P078,11,Beam,154,6,159
P016,10,Slab,294,5,293
P083,13,Column,182,9,180
P034,29,Beam,147,6,152
P044,13,Column,222,9,226
P006,26,Beam,282,5,283
P077,20,Beam,127,8,130
P064,5,Slab,308,8,307
P100,20,Column,203,5,203
P022,14,Slab,118,9,123
P018,14,Slab,61,3,66
P012,8,Slab,231,6,231
P052,13,Slab,150,6,148
P094,24,Slab,145,4,148
P051,15,Beam,111,4,113
P071,1,Column,167,9,169
P096,22,Column,189,7,190
P048,34,Slab,49,5,49
P019,3,Column,107,8,106
P006,26,Beam,93,8,91
P084,14,Slab,124,3,126
P027,8,Wall,317,5,318
P053,16,Wall,140,6,145
P048,21,Beam,314,7,315
P007,10,Beam,11,5,11
P059,25,Wall,361,7,360
P069,22,Slab,171,5,170
P011,4,Beam,36,9,41
P015,4,Wall,130,6,132
P064,30,Slab,343,6,348
P003,2,Beam,61,5,62
P069,29,Column,334,8,334
P023,21,Column,49,9,54
P053,21,Column,186,8,185
P037,21,Slab,221,3,222
P009,4,Beam,6,6,5
P015,1,Wall,300,9,298
P003,26,Beam,175,4,174
P093,2,Column,279,3,278
P070,9,Column,354,5,355
P017,18,Slab,364,3,363
P026,11,Wall,204,4,203
P021,25,Slab,96,6,94
P072,26,Wall,282,6,281
P021,3,Beam,135,8,134
P011,22,Slab,33,6,34
P038,8,Slab,82,9,82
P072,15,Slab,148,8,153
P088,7,Column,95,4,93
P035,19,Column,170,3,175
P014,17,Wall,211,5,210
P014,1,Beam,191,5,191
P010,29,Slab,7,9,12
P012,13,Column,314,3,315
P038,29,Slab,342,6,340
P034,6,Wall,34,8,37
P041,5,Wall,51,5,56
P010,34,Beam,120,6,121
P017,11,Wall,138,9,138
P017,9,Slab,106,7,104
P067,9,Beam,282,7,281
P062,8,Beam,32,9,37
P095,3,Column,124,5,124
P001,13,Slab,170,3,175
P012,19,Wall,12,3,13
P004,34,Column,168,3,166
P042,32,Slab,343,6,343
P013,16,Slab,78,7,82
P098,18,Beam,34,6,37
P085,14,Beam,209,4,214
P086,30,Slab,326,4,326
P004,2,Column,8,5,9
P082,13,Beam,225,4,226
P069,27,Beam,227,3,226
P019,17,Slab,175,5,174
P002,31,Slab,81,7,81
P012,15,Beam,282,8,283
P081,20,Column,57,7,61
P074,5,Beam,135,9,140
P098,7,Slab,238,4,238
P006,18,Beam,217,9,221
P008,11,Slab,227,4,232
P051,32,Beam,26,7,28
P011,27,Slab,187,9,190
P063,26,Slab,118,4,119
P057,28,Column,197,4,201
P012,2,Slab,116,6,118
P073,20,Beam,303,8,307
P002,4,Slab,102,8,104
P008,13,Wall,163,7,164
P011,24,Beam,178,7,177
P053,29,Column,280,4,280
P100,2,Beam,286,3,284
P010,18,Column,212,6,210
P085,8,Wall,54,3,57
P084,15,Column,67,4,71
P008,17,Slab,32,7,37
P036,23,Wall,251,9,252
P093,2,Wall,8,9,12
P076,6,Column,215,3,214
P014,29,Beam,46,8,45
P054,27,Column,80,5,79
P085,34,Column,35,3,33
P086,18,Wall,189,7,191
P021,10,Slab,89,8,92
P050,17,Beam,335,4,339
P094,13,Column,136,3,141
P039,27,Slab,34,4,32
P020,2,Slab,281,6,280
P088,34,Beam,113,5,111
P087,31,Slab,172,9,170
P007,23,Column,339,7,342
P009,7,Wall,43,7,43
P001,33,Slab,13,4,14
P026,12,Wall,174,5,178
P038,12,Beam,125,8,127
P038,19,Beam,332,7,336
P061,9,Slab,207,3,207
P044,10,Wall,343,7,344
P086,17,Column,104,3,103
P044,10,Wall,130,7,133
P074,12,Slab,40,3,43
P062,15,Wall,23,6,23
P006,31,Wall,252,4,256
P017,15,Beam,325,8,326
P051,28,Slab,290,8,293
P038,4,Wall,202,6,207
P024,1,Slab,155,9,160
P051,34,Column,55,8,55
P010,17,Slab,106,3,109
P072,33,Column,260,8,258
P021,21,Slab,200,4,198
P070,26,Slab,326,5,326
P085,5,Wall,217,3,221
P057,33,Wall,47,9,47
P039,1,Column,117,9,121
P088,6,Column,212,9,214
P033,2,Beam,155,8,154
P059,5,Wall,263,7,268
P018,26,Column,151,7,149
P056,13,Wall,212,5,215
P092,12,Slab,192,6,192
P057,5,Beam,243,3,244
P096,2,Wall,98,7,101
P076,4,Wall,29,9,28
P048,27,Wall,189,4,190
P042,10,Wall,172,5,175
P027,13,Column,197,6,196
P074,2,Column,155,9,156
P052,26,Beam,140,6,145
P042,15,Slab,293,4,291
P032,10,Slab,290,8,290
P026,22,Beam,256,4,260
P025,25,Slab,164,8,167
P075,15,Column,134,5,134
P023,13,Wall,352,4,354
P098,8,Slab,329,7,332
P057,21,Wall,266,6,266
P052,21,Wall,29,9,33
P087,22,Column,139,9,142
P093,33,Wall,348,8,353
P031,27,Slab,312,4,310
P064,22,Column,85,3,84
P071,30,Beam,249,4,248
P033,9,Column,351,9,351
P085,18,Slab,314,8,315
P002,5,Column,233,6,233
P018,27,Slab,308,7,311
P047,6,Slab,61,9,60
P033,32,Column,273,9,277
P098,8,Slab,219,4,224
P084,21,Beam,286,7,289
P035,18,Slab,249,3,251
P051,14,Beam,72,8,77
P018,15,Beam,293,6,292
