project_id,floor_no,element_type,planned_start_day,cycle_time_days,actual_start_day,formwork_type,area_sqm,quantity,cost_per_sqm,total_cost
P068,32,Beam,126,5,131,Timber,13.65,22,600,180180.0
P015,22,Beam,172,9,170,Steel,39.85,5,850,169362.5
P089,27,Column,63,9,63,Aluminum,38.14,9,1100,377586.0
P055,15,Slab,260,3,264,Aluminum,10.51,17,1100,196537.0
P035,22,Wall,16,4,14,Aluminum,53.9,15,1100,889350.0
P055,28,Wall,179,9,181,Steel,91.52,13,850,1011296.0
P014,9,Slab,330,8,333,Aluminum,82.21,14,1100,1266033.9999999998
P049,34,Beam,101,5,105,Steel,71.62,24,850,1461048.0
P083,9,Slab,176,6,175,Steel,40.92,23,850,799986.0000000001
P100,15,Column,193,8,192,Timber,30.88,6,600,111168.0
P007,20,Beam,301,3,299,Timber,40.84,12,600,294048.0
P030,8,Slab,273,8,278,Aluminum,21.08,22,1100,510136.0
P083,28,Slab,261,5,266,Steel,18.95,22,850,354365.0
P049,19,Column,175,4,173,Aluminum,61.71,6,1100,407286.0
P089,16,Slab,234,4,237,Steel,83.26,19,850,1344649.0
P016,11,Beam,300,9,303,Steel,18.95,21,850,338257.5
P051,8,Wall,216,4,219,Aluminum,40.17,19,1100,839553.0
P072,33,Wall,247,5,250,Steel,21.05,24,850,429420.00000000006
P082,10,Wall,21,3,25,Aluminum,37.94,19,1100,792945.9999999999
P092,18,Beam,324,9,323,Steel,84.72,17,850,1224204.0
P080,3,Slab,243,7,245,Aluminum,13.14,22,1100,317988.00000000006
P083,27,Slab,288,8,291,Aluminum,68.25,19,1100,1426425.0
P042,28,Slab,280,9,283,Timber,15.39,22,600,203148.00000000003
P017,6,Slab,244,4,242,Timber,48.39,23,600,667782.0
P063,14,Wall,163,3,166,Steel,52.66,22,850,984742.0
P045,7,Beam,146,6,151,Aluminum,46.14,19,1100,964326.0
P077,10,Column,67,6,69,Aluminum,67.36,14,1100,1037344.0
P007,15,Beam,103,3,107,Aluminum,97.63,20,1100,2147860.0
P027,31,Slab,310,6,314,Aluminum,34.06,13,1100,487058.00000000006
P010,29,Slab,125,6,127,Aluminum,64.88,6,1100,428207.99999999994
P034,17,Beam,117,4,121,Steel,41.95,17,850,606177.5000000001
P036,29,Beam,251,5,251,Timber,99.96,5,600,299880.0
P025,15,Wall,321,5,325,Aluminum,95.59,12,1100,1261788.0
P006,26,Slab,226,5,228,Aluminum,18.41,10,1100,202510.0
P024,12,Beam,188,5,191,Aluminum,97.62,23,1100,2469786.0000000005
P018,25,Slab,187,3,191,Steel,76.44,23,850,1494402.0
P087,5,Beam,76,9,77,Timber,99.31,6,600,357516.0
P006,4,Slab,273,4,276,Timber,79.39,22,600,1047948.0
P029,31,Beam,149,3,148,Aluminum,21.6,22,1100,522720.00000000006
P025,3,Slab,195,8,199,Steel,77.54,19,850,1252271.0000000002
P055,3,Column,364,8,368,Timber,75.4,20,600,904800.0
P081,26,Wall,284,6,283,Timber,25.01,17,600,255102.0
P046,17,Column,44,4,48,Steel,77.79,9,850,595093.5
P024,10,Wall,170,7,168,Timber,70.73,22,600,933636.0000000001
P075,2,Wall,94,5,92,Steel,99.5,9,850,761175.0
P026,24,Beam,224,8,224,Timber,65.69,20,600,788280.0
P098,11,Column,278,8,281,Steel,47.31,10,850,402135.0
P028,24,Wall,38,6,38,Aluminum,95.85,11,1100,1159785.0
P003,23,Slab,270,5,271,Timber,66.51,5,600,199530.0
P075,32,Beam,235,5,233,Timber,41.38,12,600,297936.00000000006
P038,23,Beam,111,5,110,Timber,11.89,11,600,78474.00000000001
P061,34,Slab,168,9,169,Steel,78.1,11,850,730234.9999999999
P078,19,Slab,54,8,58,Timber,20.76,11,600,137016.0
P051,2,Wall,127,7,125,Timber,93.13,5,600,279390.0
P090,2,Slab,275,6,276,Steel,96.53,16,850,1312808.0
P048,15,Beam,42,5,45,Timber,31.28,15,600,281520.0
P021,21,Slab,41,5,43,Timber,20.15,20,600,241800.0
P054,5,Column,50,4,54,Steel,63.58,5,850,270215.0
P056,27,Beam,159,5,163,Steel,29.24,10,850,248539.99999999997
P094,24,Slab,332,4,334,Steel,58.77,9,850,449590.50000000006
P059,7,Beam,182,6,183,Timber,47.28,16,600,453888.0
P072,6,Wall,181,6,179,Aluminum,81.28,21,1100,1877568.0000000002
P051,33,Column,166,6,168,Steel,99.99,17,850,1444855.5
P020,17,Wall,232,4,234,Timber,51.11,9,600,275994.0
P096,30,Column,206,8,207,Aluminum,71.65,19,1100,1497485.0000000002
P086,8,Slab,355,8,357,Aluminum,40.76,6,1100,269016.0
P059,7,Beam,50,9,53,Steel,87.63,6,850,446913.0
P071,6,Slab,146,7,150,Steel,13.33,24,850,271932.0
P009,4,Wall,298,9,303,Steel,54.42,20,850,925140.0000000001
P001,1,Beam,145,7,144,Steel,25.91,16,850,352376.0
P029,15,Slab,16,9,18,Steel,25.92,8,850,176256.0
P063,31,Slab,85,8,88,Timber,57.97,13,600,452166.0
P072,25,Beam,216,9,221,Timber,37.7,16,600,361920.0
P056,33,Beam,52,8,56,Steel,51.31,6,850,261681.0
P068,5,Wall,36,5,37,Timber,37.51,12,600,270072.0
P035,5,Column,107,6,109,Steel,50.96,18,850,779688.0
P003,17,Column,219,8,221,Steel,35.73,15,850,455557.49999999994
P007,14,Beam,337,3,337,Aluminum,82.32,12,1100,1086624.0
P027,29,Column,298,8,303,Steel,60.2,13,850,665210.0
P001,8,Wall,254,5,255,Aluminum,24.53,11,1100,296813.00000000006
P091,34,Column,68,8,69,Timber,10.76,18,600,116208.0
P080,1,Beam,187,7,190,Steel,11.57,11,850,108179.50000000001
P071,29,Wall,124,7,124,Aluminum,47.95,14,1100,738430.0000000001
P044,29,Beam,30,9,35,Aluminum,38.27,11,1100,463067.00000000006
P087,5,Wall,185,6,185,Timber,33.59,19,600,382926.0
P041,32,Wall,289,4,292,Aluminum,66.06,22,1100,1598652.0000000002
P075,24,Beam,359,5,364,Steel,83.19,17,850,1202095.5
P042,19,Slab,53,4,52,Steel,15.7,8,850,106760.0
P033,12,Beam,177,7,179,Aluminum,19.9,16,1100,350240.0
P050,1,Wall,133,9,131,Steel,43.19,24,850,881076.0
P063,7,Beam,362,6,360,Steel,49.73,22,850,929951.0
P100,17,Beam,77,7,77,Aluminum,45.57,11,1100,551397.0
P037,34,Wall,350,6,351,Timber,67.48,8,600,323904.0
P059,7,Column,60,8,61,Timber,17.85,12,600,128520.00000000001
P081,17,Wall,311,3,314,Steel,54.53,24,850,1112412.0
P099,3,Beam,91,4,90,Aluminum,83.06,22,1100,2010052.0000000002
P048,29,Wall,298,5,296,Steel,93.56,10,850,795260.0
P005,22,Wall,325,6,329,Steel,60.43,13,850,667751.5
P048,29,Column,280,8,284,Aluminum,22.46,16,1100,395296.0
P096,5,Slab,199,8,202,Timber,75.47,13,600,588666.0
P003,30,Beam,118,9,121,Steel,81.67,19,850,1318970.5
P047,23,Beam,183,9,184,Timber,27.67,17,600,282234.0
P062,21,Column,55,3,60,Steel,70.98,7,850,422331.0
P099,26,Wall,271,8,270,Aluminum,93.75,7,1100,721875.0
P014,21,Slab,5,8,10,Aluminum,74.7,23,1100,1889910.0000000002
P063,20,Beam,101,3,100,Timber,47.4,17,600,483480.0
P061,23,Slab,286,4,286,Steel,49.85,16,850,677960.0
P031,4,Slab,53,8,51,Aluminum,17.16,10,1100,188760.0
P095,21,Wall,218,6,217,Steel,57.35,22,850,1072445.0
P017,21,Wall,329,5,328,Steel,82.24,13,850,908751.9999999999
P024,1,Wall,286,5,291,Timber,98.06,21,600,1235556.0000000002
P023,15,Beam,240,5,239,Steel,45.94,16,850,624784.0
P082,17,Slab,214,7,218,Steel,49.18,21,850,877863.0
P050,14,Slab,104,9,102,Timber,14.93,19,600,170202.0
P078,19,Beam,361,7,366,Aluminum,79.76,6,1100,526416.0000000001
P079,34,Column,364,6,364,Steel,74.5,8,850,506600.0
P079,6,Wall,222,9,224,Steel,46.26,13,850,511173.0
P070,6,Beam,340,8,341,Aluminum,73.83,16,1100,1299408.0
P027,5,Wall,348,8,352,Timber,66.07,6,600,237851.99999999997
P015,7,Slab,189,9,192,Aluminum,79.21,8,1100,697048.0
P050,33,Beam,327,5,332,Steel,38.27,16,850,520472.00000000006
P036,13,Column,324,3,327,Steel,68.57,6,850,349706.99999999994
P008,1,Wall,311,8,316,Timber,66.31,10,600,397860.0
P079,13,Slab,99,5,97,Timber,18.14,11,600,119724.00000000001
P003,27,Slab,97,6,102,Aluminum,35.29,22,1100,854018.0
P062,7,Column,327,5,332,Timber,87.42,9,600,472068.0
P047,3,Column,73,4,77,Aluminum,24.05,14,1100,370370.0
P077,25,Wall,256,5,261,Aluminum,44.16,22,1100,1068672.0
P098,33,Slab,231,8,229,Steel,30.27,15,850,385942.5
P088,17,Column,170,9,174,Aluminum,22.62,21,1100,522522.00000000006
P096,14,Beam,333,8,336,Aluminum,22.28,15,1100,367620.00000000006
P061,23,Column,157,3,162,Timber,41.32,9,600,223128.0
P032,24,Beam,222,6,220,Timber,82.31,10,600,493860.0
P094,29,Slab,364,9,366,Steel,96.97,18,850,1483641.0
P013,27,Wall,346,9,347,Steel,61.47,20,850,1044990.0000000001
P001,23,Slab,99,9,100,Steel,67.17,18,850,1027701.0
P034,31,Slab,220,6,219,Aluminum,80.09,5,1100,440495.00000000006
P062,17,Slab,244,3,247,Timber,69.56,9,600,375624.0
P079,3,Slab,259,6,262,Aluminum,86.35,9,1100,854865.0
P078,5,Wall,194,5,197,Steel,89.56,12,850,913512.0
P093,15,Column,150,6,149,Timber,66.49,18,600,718092.0
P098,6,Wall,155,5,158,Aluminum,57.98,12,1100,765336.0
P082,10,Wall,22,6,22,Timber,45.19,13,600,352482.0
P071,32,Wall,116,8,120,Aluminum,51.54,24,1100,1360656.0
P093,23,Wall,113,5,111,Steel,41.09,7,850,244485.5
P031,17,Column,211,5,211,Aluminum,48.43,14,1100,745822.0
P064,20,Slab,24,8,29,Aluminum,90.97,20,1100,2001340.0
P025,15,Column,283,3,288,Steel,97.51,15,850,1243252.5
P038,22,Column,292,3,297,Steel,42.54,6,850,216954.0
P014,6,Slab,363,8,361,Aluminum,29.85,5,1100,164175.0
P008,4,Column,56,7,60,Aluminum,17.04,14,1100,262416.0
P091,23,Wall,266,3,267,Aluminum,85.32,10,1100,938519.9999999999
P054,19,Wall,54,5,58,Steel,88.36,12,850,901272.0
P002,31,Slab,337,9,342,Steel,50.54,10,850,429590.0
P081,3,Slab,108,5,111,Steel,58.82,6,850,299982.0
P078,28,Slab,202,6,206,Timber,76.58,12,600,551376.0
P089,3,Wall,202,6,202,Timber,43.83,7,600,184086.0
P056,14,Slab,337,7,338,Steel,28.13,16,850,382568.0
P094,18,Column,218,5,222,Timber,20.32,10,600,121920.0
P093,27,Column,243,7,242,Timber,31.17,23,600,430146.00000000006
P084,10,Beam,354,5,359,Aluminum,68.08,11,1100,823768.0
P085,15,Beam,178,3,181,Aluminum,41.29,17,1100,772123.0
P061,19,Slab,61,6,66,Aluminum,88.09,8,1100,775192.0
P022,9,Beam,36,8,40,Timber,17.88,18,600,193103.99999999997
P035,4,Wall,358,8,359,Timber,47.47,8,600,227856.0
P016,15,Wall,46,9,48,Aluminum,33.13,22,1100,801746.0
P050,8,Column,95,7,100,Aluminum,89.89,11,1100,1087669.0
P043,1,Column,327,4,327,Steel,82.56,17,850,1192992.0
P017,7,Beam,44,8,47,Timber,98.59,7,600,414078.0
P080,31,Beam,320,9,323,Aluminum,20.73,21,1100,478863.0
P058,18,Wall,226,5,224,Aluminum,80.4,5,1100,442200.0
P002,12,Column,146,3,147,Aluminum,21.33,15,1100,351945.0
P004,30,Beam,269,4,274,Timber,23.95,23,600,330510.0
P085,33,Wall,13,3,16,Aluminum,13.53,11,1100,163712.99999999997
P039,7,Column,25,3,28,Aluminum,51.82,18,1100,1026036.0
P098,28,Wall,261,5,261,Aluminum,21.33,11,1100,258093.0
P094,3,Wall,128,3,126,Aluminum,41.35,15,1100,682275.0
P006,6,Column,39,7,42,Aluminum,34.86,23,1100,881958.0
P081,31,Wall,157,4,162,Steel,97.87,20,850,1663790.0
P089,15,Beam,364,3,367,Aluminum,69.24,21,1100,1599444.0
P069,7,Wall,185,8,185,Steel,46.94,18,850,718182.0
P069,30,Beam,174,8,179,Timber,89.06,19,600,1015284.0000000001
P020,27,Slab,186,3,190,Timber,15.75,22,600,207900.0
P064,17,Slab,281,6,281,Timber,40.08,16,600,384768.0
P016,18,Slab,74,6,78,Timber,56.31,17,600,574362.0
P051,22,Wall,295,7,297,Timber,14.85,8,600,71280.0
P037,26,Slab,16,8,17,Aluminum,23.13,14,1100,356202.0
P073,27,Slab,188,6,193,Aluminum,90.55,13,1100,1294864.9999999998
P069,24,Wall,172,3,176,Timber,26.17,16,600,251232.00000000003
P042,8,Column,186,8,188,Aluminum,92.95,8,1100,817960.0
P057,21,Wall,32,3,31,Steel,18.65,10,850,158525.0
P066,29,Beam,63,4,68,Steel,89.94,18,850,1376082.0
P009,21,Wall,349,8,352,Aluminum,50.83,8,1100,447304.0
P100,3,Column,301,6,306,Timber,61.59,14,600,517356.0
P086,31,Slab,309,5,309,Timber,35.35,9,600,190890.00000000003
P064,27,Wall,189,6,194,Steel,34.6,11,850,323510.0
P086,27,Slab,306,3,310,Aluminum,54.29,11,1100,656908.9999999999
P022,9,Beam,26,4,27,Steel,42.02,14,850,500038.00000000006
P034,33,Column,346,6,350,Aluminum,16.99,24,1100,448536.0
P055,33,Slab,39,4,38,Timber,41.83,17,600,426666.0
P029,26,Slab,193,6,196,Steel,32.92,19,850,531658.0
P038,28,Slab,163,7,162,Aluminum,86.47,9,1100,856053.0
P097,31,Slab,53,3,58,Timber,85.47,20,600,1025640.0
P018,1,Wall,174,3,176,Aluminum,22.73,10,1100,250030.0
P071,20,Column,196,5,195,Timber,75.71,8,600,363407.99999999994
P065,12,Column,211,3,216,Aluminum,50.58,10,1100,556380.0
P097,17,Slab,278,5,282,Steel,88.17,20,850,1498890.0
P001,15,Column,188,3,186,Aluminum,34.66,23,1100,876898.0
P088,34,Slab,308,9,306,Steel,17.93,10,850,152405.0
P004,16,Beam,331,6,329,Steel,82.04,15,850,1046010.0000000001
P004,4,Beam,214,6,217,Steel,88.15,18,850,1348695.0
P082,8,Beam,329,7,328,Timber,85.65,19,600,976410.0000000001
P027,34,Column,29,6,32,Steel,39.64,5,850,168470.0
P043,25,Slab,171,9,174,Steel,12.78,8,850,86904.0
P059,15,Wall,122,4,122,Steel,22.57,11,850,211029.5
P032,28,Wall,159,9,160,Timber,92.74,14,600,779015.9999999999
P033,9,Beam,86,6,84,Aluminum,42.77,5,1100,235235.00000000003
P028,2,Beam,302,5,307,Timber,89.22,18,600,963576.0
P055,17,Column,4,8,2,Timber,98.27,10,600,589620.0
P100,10,Wall,2,7,0,Aluminum,45.61,18,1100,903078.0
P060,9,Column,133,8,135,Aluminum,79.88,23,1100,2020963.9999999998
P070,31,Beam,302,8,304,Steel,25.22,10,850,214370.0
P062,2,Slab,79,4,83,Steel,44.54,24,850,908616.0
P080,24,Slab,147,9,151,Aluminum,73.47,24,1100,1939608.0
P034,19,Slab,166,4,164,Aluminum,28.64,10,1100,315040.0
P087,17,Beam,315,3,313,Timber,38.78,15,600,349020.0
P088,10,Column,238,9,241,Timber,60.74,15,600,546660.0
P056,28,Slab,328,5,330,Timber,72.21,21,600,909845.9999999999
P013,28,Wall,276,8,277,Aluminum,42.12,24,1100,1111967.9999999998
P056,1,Wall,204,6,204,Steel,43.91,13,850,485205.49999999994
P018,3,Beam,53,6,54,Timber,19.89,18,600,214812.0
P054,15,Wall,107,9,110,Timber,98.57,10,600,591420.0
P077,10,Wall,55,3,55,Aluminum,65.1,8,1100,572880.0
P043,21,Beam,246,6,245,Timber,57.73,11,600,381018.0
P039,15,Column,164,9,163,Aluminum,29.02,14,1100,446907.99999999994
P061,23,Slab,15,4,16,Steel,53.92,11,850,504152.0
P042,14,Beam,1,6,3,Timber,50.26,9,600,271404.0
P081,15,Wall,351,8,355,Timber,33.27,8,600,159696.00000000003
P079,10,Slab,137,6,141,Timber,50.16,19,600,571824.0
P018,9,Slab,151,4,149,Aluminum,28.32,8,1100,249216.0
P023,5,Slab,180,5,185,Aluminum,73.92,19,1100,1544928.0
P054,25,Beam,232,8,231,Steel,91.79,11,850,858236.5
P030,26,Slab,188,5,193,Aluminum,10.23,10,1100,112530.00000000001
P098,8,Column,18,4,21,Timber,60.06,8,600,288288.0
P058,22,Wall,225,4,229,Timber,75.91,23,600,1047557.9999999999
P068,25,Beam,105,8,107,Aluminum,91.65,6,1100,604890.0000000001
P067,12,Beam,206,7,208,Steel,42.26,19,850,682499.0
P071,9,Slab,186,7,186,Aluminum,91.64,24,1100,2419296.0
P018,10,Wall,65,6,64,Aluminum,84.3,6,1100,556380.0
P007,10,Slab,333,8,334,Timber,57.27,17,600,584154.0
P040,9,Slab,207,8,210,Timber,33.12,18,600,357696.0
P070,26,Beam,229,9,231,Timber,68.75,13,600,536250.0
P086,27,Column,69,9,70,Aluminum,33.45,20,1100,735900.0
P065,31,Wall,142,6,143,Aluminum,41.4,13,1100,592019.9999999999
P068,19,Wall,206,7,209,Steel,52.03,21,850,928735.5000000001
P049,6,Wall,174,9,173,Timber,54.82,7,600,230244.0
P052,15,Wall,197,6,200,Steel,27.02,9,850,206703.0
P029,29,Column,331,5,332,Timber,72.44,16,600,695424.0
P021,5,Beam,307,5,311,Steel,99.27,9,850,759415.5
P090,14,Column,197,9,198,Timber,31.95,18,600,345060.0
P078,2,Slab,228,3,226,Aluminum,59.91,21,1100,1383921.0
P009,23,Beam,271,7,275,Timber,50.92,9,600,274968.0
P047,19,Column,199,5,203,Steel,37.7,17,850,544765.0000000001
P076,24,Wall,325,9,328,Steel,47.78,19,850,771647.0
P042,20,Wall,15,3,16,Timber,75.95,21,600,956970.0
P051,27,Beam,286,4,284,Aluminum,47.33,14,1100,728882.0
P056,24,Column,334,9,339,Timber,55.61,20,600,667320.0
P051,17,Beam,216,8,215,Aluminum,52.95,20,1100,1164900.0
P070,25,Wall,35,5,36,Timber,59.97,21,600,755621.9999999999
P020,31,Column,69,3,71,Aluminum,36.21,11,1100,438141.0
P088,28,Wall,212,6,215,Timber,55.87,15,600,502830.0
P027,28,Beam,46,9,47,Timber,22.14,18,600,239112.0
P038,22,Beam,248,8,246,Aluminum,76.72,16,1100,1350272.0
P072,5,Beam,85,3,87,Aluminum,19.98,13,1100,285714.0
P065,8,Beam,48,5,47,Timber,80.65,11,600,532290.0
P054,28,Beam,231,6,234,Steel,84.3,18,850,1289790.0
P024,12,Slab,67,9,67,Aluminum,11.72,20,1100,257840.0
P047,25,Beam,89,6,89,Steel,84.78,14,850,1008882.0000000001
P071,15,Beam,219,3,217,Steel,68.34,9,850,522801.00000000006
P083,34,Wall,52,9,51,Steel,18.72,23,850,365975.99999999994
P086,13,Beam,22,3,21,Steel,99.81,11,850,933223.5000000001
P063,8,Column,99,5,104,Timber,65.39,12,600,470808.00000000006
P057,13,Beam,131,6,136,Aluminum,46.08,14,1100,709632.0
P055,6,Slab,88,7,89,Timber,89.67,7,600,376614.00000000006
P060,32,Beam,136,9,141,Timber,13.75,18,600,148500.0
P099,21,Wall,39,3,39,Timber,74.56,24,600,1073664.0
P062,7,Column,18,7,19,Timber,22.94,7,600,96348.00000000001
P030,26,Column,105,9,104,Timber,59.73,19,600,680921.9999999999
P093,15,Beam,146,7,144,Aluminum,18.63,14,1100,286902.0
P022,23,Beam,336,9,334,Timber,71.12,11,600,469392.00000000006
P075,15,Beam,224,9,226,Timber,51.84,23,600,715392.0000000001
P084,16,Beam,117,6,121,Timber,10.6,14,600,89040.0
P029,32,Wall,1,5,-1,Steel,16.43,18,850,251379.0
P041,18,Wall,117,7,121,Timber,73.27,12,600,527544.0
P042,20,Column,26,5,26,Aluminum,45.95,24,1100,1213080.0000000002
P098,2,Beam,12,3,14,Aluminum,70.49,5,1100,387695.0
P065,23,Wall,294,6,294,Aluminum,45.09,10,1100,495990.00000000006
P031,30,Wall,341,4,346,Steel,42.55,19,850,687182.5
P030,3,Column,169,6,174,Aluminum,86.94,9,1100,860706.0
P018,1,Column,53,4,54,Steel,86.93,18,850,1330029.0000000002
P017,22,Slab,269,8,273,Aluminum,92.78,13,1100,1326754.0
P038,29,Wall,248,9,249,Steel,84.07,10,850,714595.0
P014,14,Column,128,3,126,Aluminum,21.47,5,1100,118085.0
P087,28,Wall,76,5,78,Timber,15.98,23,600,220524.0
P089,21,Wall,269,3,269,Aluminum,15.26,19,1100,318934.0
P079,32,Beam,146,6,146,Aluminum,98.22,6,1100,648251.9999999999
P056,6,Beam,48,4,53,Aluminum,55.1,23,1100,1394030.0
P022,1,Beam,199,8,198,Timber,20.37,21,600,256662.00000000003
P067,21,Beam,71,4,69,Steel,58.99,15,850,752122.5
P056,4,Wall,92,6,95,Steel,73.93,22,850,1382491.0
P019,3,Slab,209,6,210,Timber,18.5,18,600,199800.0
P057,30,Slab,342,9,346,Timber,41.18,23,600,568284.0
P044,31,Slab,339,9,344,Steel,26.9,13,850,297245.0
P098,34,Wall,48,3,51,Steel,97.79,15,850,1246822.5
P035,19,Slab,29,7,34,Steel,38.64,15,850,492660.0
P001,20,Wall,176,4,180,Steel,72.15,8,850,490620.00000000006
P052,23,Column,19,6,18,Steel,92.66,22,850,1732742.0
P085,25,Slab,355,9,356,Timber,87.69,16,600,841824.0
P093,15,Wall,47,9,51,Steel,45.46,13,850,502333.0
P070,23,Column,345,3,346,Steel,37.98,9,850,290547.0
P037,2,Beam,60,7,65,Aluminum,82.83,5,1100,455565.0
P065,15,Column,176,9,180,Timber,28.46,13,600,221988.0
P051,10,Column,255,5,255,Timber,74.56,11,600,492096.00000000006
P001,14,Slab,229,6,230,Steel,85.18,5,850,362015.0
P091,27,Beam,147,7,149,Aluminum,86.43,24,1100,2281752.0
P021,14,Beam,298,5,299,Aluminum,10.8,21,1100,249480.0
P053,33,Slab,333,9,337,Steel,54.99,7,850,327190.5
P016,1,Column,239,8,241,Aluminum,42.18,5,1100,231990.0
P061,34,Wall,332,9,336,Steel,98.1,17,850,1417544.9999999998
P054,19,Slab,188,5,189,Timber,58.97,24,600,849168.0
P040,24,Column,324,9,323,Aluminum,48.47,24,1100,1279608.0
P026,4,Wall,335,3,339,Steel,31.99,16,850,435064.0
P080,13,Slab,209,4,209,Steel,86.11,21,850,1537063.5
P092,32,Slab,75,6,74,Steel,38.74,12,850,395148.0
P065,9,Beam,183,7,183,Timber,84.41,19,600,962274.0
P100,16,Beam,87,8,91,Aluminum,90.24,21,1100,2084544.0
P074,3,Beam,271,8,275,Timber,15.24,6,600,54864.0
P064,20,Wall,180,5,179,Timber,55.9,14,600,469560.0
P043,10,Slab,245,8,250,Aluminum,47.83,5,1100,263065.0
P017,22,Beam,346,4,350,Timber,45.38,17,600,462876.0
P059,3,Beam,7,5,5,Steel,43.43,16,850,590648.0
P023,11,Slab,269,6,270,Aluminum,57.88,19,1100,1209692.0
P007,25,Wall,13,9,14,Timber,21.72,14,600,182448.0
P044,8,Beam,226,6,224,Aluminum,88.42,6,1100,583572.0
P053,9,Column,266,8,264,Timber,60.22,19,600,686508.0
P071,15,Wall,242,3,244,Steel,41.24,24,850,841296.0
P079,32,Beam,180,6,179,Timber,31.87,14,600,267708.0
P034,3,Column,180,6,184,Aluminum,65.49,6,1100,432233.99999999994
P046,4,Beam,126,6,127,Timber,80.81,17,600,824262.0
P068,30,Wall,283,4,285,Steel,49.68,14,850,591192.0
P078,13,Slab,356,7,360,Steel,98.61,21,850,1760188.5
P078,21,Slab,190,7,194,Steel,58.2,20,850,989400.0
P016,19,Wall,16,8,19,Timber,98.1,19,600,1118340.0
P071,22,Beam,315,6,316,Aluminum,96.63,16,1100,1700688.0
P096,20,Wall,21,7,25,Timber,63.98,13,600,499044.0
P019,31,Column,16,8,14,Timber,62.32,16,600,598272.0
P002,10,Beam,269,6,271,Timber,19.51,16,600,187296.00000000003
P010,18,Wall,33,7,36,Aluminum,93.64,23,1100,2369092.0
P050,20,Slab,182,7,184,Steel,82.29,21,850,1468876.5000000002
P081,18,Wall,69,8,71,Steel,55.04,20,850,935680.0
P012,11,Beam,52,9,51,Steel,37.58,14,850,447202.0
P070,22,Wall,65,5,68,Aluminum,85.47,14,1100,1316238.0
P022,18,Slab,300,8,302,Timber,36.24,24,600,521856.0
P032,34,Column,335,4,340,Timber,58.77,6,600,211572.0
P084,23,Wall,228,5,229,Timber,27.89,24,600,401616.0
P001,1,Wall,222,5,221,Aluminum,82.41,5,1100,453254.99999999994
P054,10,Column,272,7,277,Timber,77.75,20,600,933000.0
P058,1,Wall,18,3,23,Aluminum,36.26,14,1100,558404.0
P070,9,Slab,218,3,219,Steel,20.56,19,850,332044.0
P083,31,Column,273,9,276,Steel,25.94,19,850,418931.0
P018,7,Slab,308,4,313,Aluminum,65.47,10,1100,720170.0
P006,17,Slab,173,6,175,Steel,23.5,21,850,419475.0
P045,18,Slab,56,7,58,Aluminum,38.81,17,1100,725747.0
P097,33,Beam,349,4,352,Timber,85.53,5,600,256590.0
P023,4,Column,9,5,10,Steel,17.36,22,850,324631.99999999994
P023,23,Beam,283,7,287,Steel,62.31,6,850,317781.0
P026,11,Beam,293,5,293,Timber,45.98,7,600,193115.99999999997
P077,9,Wall,22,4,24,Timber,20.83,15,600,187470.0
P007,30,Column,72,3,74,Aluminum,55.85,5,1100,307175.0
P079,8,Wall,355,4,359,Steel,56.5,10,850,480250.0
P044,5,Beam,328,8,327,Timber,44.03,20,600,528360.0
P027,12,Wall,172,7,173,Steel,14.98,19,850,241927.0
P026,1,Slab,123,7,127,Steel,28.62,13,850,316251.0
P097,15,Beam,91,9,96,Steel,46.42,16,850,631312.0
P079,25,Slab,224,6,228,Steel,34.95,14,850,415905.00000000006
P036,18,Column,292,3,294,Aluminum,24.45,11,1100,295845.0
P055,26,Wall,354,7,355,Timber,53.83,14,600,452172.0
P064,3,Beam,252,3,251,Steel,45.78,11,850,428043.00000000006
P091,22,Column,298,7,299,Timber,69.84,10,600,419040.00000000006
P057,26,Slab,256,3,257,Timber,60.44,17,600,616488.0
P069,19,Wall,13,9,17,Aluminum,25.28,15,1100,417120.00000000006
P061,21,Wall,335,8,334,Aluminum,71.89,12,1100,948948.0000000001
P002,26,Beam,118,9,120,Steel,51.88,9,850,396882.0
P055,13,Wall,178,4,183,Steel,20.21,7,850,120249.5
P097,24,Wall,308,3,309,Aluminum,11.66,8,1100,102608.0
P080,26,Slab,161,5,161,Timber,66.38,8,600,318624.0
P087,21,Slab,95,8,97,Timber,65.68,13,600,512304.0000000001
P038,18,Slab,314,4,318,Aluminum,83.84,5,1100,461120.00000000006
P080,15,Column,168,7,167,Steel,78.62,19,850,1269713.0000000002
P078,15,Column,87,7,85,Steel,88.98,17,850,1285761.0
P029,6,Wall,3,6,6,Steel,36.32,9,850,277848.0
P026,31,Column,16,8,16,Aluminum,47.19,22,1100,1141997.9999999998
P035,28,Beam,130,5,132,Aluminum,15.57,9,1100,154143.0
P079,8,Slab,23,8,26,Timber,47.02,15,600,423180.00000000006
P067,29,Column,98,9,97,Aluminum,29.78,7,1100,229306.0
P087,21,Wall,158,6,158,Steel,82.48,8,850,560864.0
P029,17,Slab,239,9,241,Timber,69.06,11,600,455796.00000000006
P034,24,Column,10,8,13,Steel,80.35,8,850,546380.0
P097,31,Slab,321,9,326,Steel,63.32,7,850,376754.0
P041,34,Column,22,4,20,Timber,63.81,14,600,536004.0
P041,2,Wall,308,6,310,Steel,31.17,24,850,635868.0
P023,3,Column,184,4,189,Timber,70.28,15,600,632520.0
P071,30,Column,217,6,215,Steel,22.96,22,850,429352.0
